trial,samples,filter_executed,role,source_sbox,known_mask,known_value,actual_word,known_bits,consensus_correct
35,256,1,1,4,0xF,0xA,0xA,4,1
35,256,1,2,6,0x3,0x0,0x0,2,1
35,256,1,3,7,0xF,0x6,0x6,4,1
35,256,1,4,0,0xF,0x8,0x8,4,1
35,320,1,0,3,0xF,0xD,0xD,4,1
35,320,1,1,4,0xF,0xA,0xA,4,1
35,320,1,2,6,0x3,0x0,0x0,2,1
35,320,1,3,7,0xF,0x6,0x6,4,1
35,320,1,4,0,0xF,0x8,0x8,4,1
35,384,1,0,3,0xF,0xD,0xD,4,1
35,384,1,1,4,0xF,0xA,0xA,4,1
35,384,1,2,6,0x3,0x0,0x0,2,1
35,384,1,3,7,0xF,0x6,0x6,4,1
35,384,1,4,0,0xF,0x8,0x8,4,1
35,512,1,0,3,0xF,0xD,0xD,4,1
35,512,1,1,4,0xF,0xA,0xA,4,1
35,512,1,2,6,0x3,0x0,0x0,2,1
35,512,1,3,7,0xF,0x6,0x6,4,1
35,512,1,4,0,0xF,0x8,0x8,4,1
36,64,0,0,255,0x0,0x0,0xE,0,0
36,64,0,1,255,0x0,0x0,0xE,0,0
36,64,0,2,255,0x0,0x0,0xB,0,0
36,64,0,3,255,0x0,0x0,0xA,0,0
36,64,0,4,255,0x0,0x0,0x8,0,0
36,96,1,0,2,0x0,0x0,0xE,0,1
36,96,1,1,3,0x0,0x0,0xE,0,1
36,96,1,2,5,0x0,0x0,0xB,0,1
36,96,1,3,6,0x0,0x0,0xA,0,1
36,96,1,4,7,0x0,0x0,0x8,0,1
36,128,1,0,2,0x0,0x0,0xE,0,1
36,128,1,1,3,0x0,0x0,0xE,0,1
36,128,1,2,5,0x0,0x0,0xB,0,1
36,128,1,3,6,0x0,0x0,0xA,0,1
36,128,1,4,7,0x0,0x0,0x8,0,1
36,160,1,0,2,0x0,0x0,0xE,0,1
36,160,1,1,3,0x0,0x0,0xE,0,1
36,160,1,2,5,0x0,0x0,0xB,0,1
36,160,1,3,6,0x0,0x0,0xA,0,1
36,160,1,4,7,0x0,0x0,0x8,0,1
36,192,1,0,2,0x0,0x0,0xE,0,1
36,192,1,1,3,0x0,0x0,0xE,0,1
36,192,1,2,5,0x0,0x0,0xB,0,1
36,192,1,3,6,0x0,0x0,0xA,0,1
36,192,1,4,7,0x0,0x0,0x8,0,1
36,256,1,0,2,0x3,0x2,0xE,2,1
36,256,1,1,3,0xC,0xC,0xE,2,1
36,256,1,2,5,0x3,0x3,0xB,2,1
36,256,1,3,6,0x4,0x0,0xA,1,1
36,256,1,4,7,0xD,0x8,0x8,3,1
36,320,1,0,2,0xF,0xE,0xE,4,1
36,320,1,1,3,0xF,0xE,0xE,4,1
36,320,1,2,5,0x3,0x3,0xB,2,1
36,320,1,3,6,0xF,0xA,0xA,4,1
36,320,1,4,7,0xF,0x8,0x8,4,1
36,384,1,0,2,0xF,0xE,0xE,4,1
36,384,1,1,3,0xF,0xE,0xE,4,1
36,384,1,2,5,0x3,0x3,0xB,2,1
36,384,1,3,6,0xF,0xA,0xA,4,1
36,384,1,4,7,0xF,0x8,0x8,4,1
36,512,1,0,2,0xF,0xE,0xE,4,1
36,512,1,1,3,0xF,0xE,0xE,4,1
36,512,1,2,5,0x3,0x3,0xB,2,1
36,512,1,3,6,0xF,0xA,0xA,4,1
36,512,1,4,7,0xF,0x8,0x8,4,1
37,64,0,0,255,0x0,0x0,0x8,0,0
37,64,0,1,255,0x0,0x0,0xE,0,0
37,64,0,2,255,0x0,0x0,0xC,0,0
37,64,0,3,255,0x0,0x0,0x3,0,0
37,64,0,4,255,0x0,0x0,0xA,0,0
37,96,1,0,7,0x0,0x0,0x8,0,1
37,96,1,1,0,0x0,0x0,0xE,0,1
37,96,1,2,2,0x0,0x0,0xC,0,1
37,96,1,3,3,0x0,0x0,0x3,0,1
37,96,1,4,4,0x0,0x0,0xA,0,1
37,128,1,0,7,0x0,0x0,0x8,0,1
37,128,1,1,0,0x0,0x0,0xE,0,1
37,128,1,2,2,0x0,0x0,0xC,0,1
37,128,1,3,3,0x0,0x0,0x3,0,1
37,128,1,4,4,0x0,0x0,0xA,0,1
37,160,1,0,7,0x0,0x0,0x8,0,1
37,160,1,1,0,0x0,0x0,0xE,0,1
37,160,1,2,2,0x0,0x0,0xC,0,1
37,160,1,3,3,0x0,0x0,0x3,0,1
37,160,1,4,4,0x0,0x0,0xA,0,1
37,192,1,0,7,0x0,0x0,0x8,0,1
37,192,1,1,0,0x0,0x0,0xE,0,1
37,192,1,2,2,0x0,0x0,0xC,0,1
37,192,1,3,3,0x0,0x0,0x3,0,1
37,192,1,4,4,0x0,0x0,0xA,0,1
37,256,1,0,7,0xF,0x8,0x8,4,1
37,256,1,1,0,0xF,0xE,0xE,4,1
37,256,1,2,2,0x3,0x0,0xC,2,1
37,256,1,3,3,0xF,0x3,0x3,4,1
37,256,1,4,4,0xF,0xA,0xA,4,1
37,320,1,0,7,0xF,0x8,0x8,4,1
37,320,1,1,0,0xF,0xE,0xE,4,1
37,320,1,2,2,0x3,0x0,0xC,2,1
37,320,1,3,3,0xF,0x3,0x3,4,1
37,320,1,4,4,0xF,0xA,0xA,4,1
37,384,1,0,7,0xF,0x8,0x8,4,1
37,384,1,1,0,0xF,0xE,0xE,4,1
37,384,1,2,2,0x3,0x0,0xC,2,1
37,384,1,3,3,0xF,0x3,0x3,4,1
37,384,1,4,4,0xF,0xA,0xA,4,1
37,512,1,0,7,0xF,0x8,0x8,4,1
37,512,1,1,0,0xF,0xE,0xE,4,1
37,512,1,2,2,0x3,0x0,0xC,2,1
37,512,1,3,3,0xF,0x3,0x3,4,1
37,512,1,4,4,0xF,0xA,0xA,4,1
38,64,0,0,255,0x0,0x0,0x0,0,0
38,64,0,1,255,0x0,0x0,0xF,0,0
38,64,0,2,255,0x0,0x0,0xA,0,0
38,64,0,3,255,0x0,0x0,0xE,0,0
38,64,0,4,255,0x0,0x0,0x3,0,0
38,96,1,0,0,0x0,0x0,0x0,0,1
38,96,1,1,1,0x0,0x0,0xF,0,1
38,96,1,2,3,0x0,0x0,0xA,0,1
38,96,1,3,4,0x0,0x0,0xE,0,1
38,96,1,4,5,0x0,0x0,0x3,0,1
38,128,1,0,0,0x0,0x0,0x0,0,1
38,128,1,1,1,0x0,0x0,0xF,0,1
38,128,1,2,3,0x0,0x0,0xA,0,1
38,128,1,3,4,0x0,0x0,0xE,0,1
38,128,1,4,5,0x0,0x0,0x3,0,1
38,160,1,0,0,0x0,0x0,0x0,0,1
38,160,1,1,1,0x0,0x0,0xF,0,1
38,160,1,2,3,0x0,0x0,0xA,0,1
38,160,1,3,4,0x0,0x0,0xE,0,1
38,160,1,4,5,0x0,0x0,0x3,0,1
38,192,1,0,0,0x0,0x0,0x0,0,1
38,192,1,1,1,0x0,0x0,0xF,0,1
38,192,1,2,3,0x0,0x0,0xA,0,1
38,192,1,3,4,0x0,0x0,0xE,0,1
38,192,1,4,5,0x0,0x0,0x3,0,1
38,256,1,0,0,0x4,0x0,0x0,1,1
38,256,1,1,1,0xE,0xE,0xF,3,1
38,256,1,2,3,0x3,0x2,0xA,2,1
38,256,1,3,4,0x5,0x4,0xE,2,1
38,256,1,4,5,0x7,0x3,0x3,3,1
38,320,1,0,0,0xF,0x0,0x0,4,1
38,320,1,1,1,0xF,0xF,0xF,4,1
38,320,1,2,3,0x3,0x2,0xA,2,1
38,320,1,3,4,0xF,0xE,0xE,4,1
38,320,1,4,5,0xF,0x3,0x3,4,1
38,384,1,0,0,0xF,0x0,0x0,4,1
38,384,1,1,1,0xF,0xF,0xF,4,1
38,384,1,2,3,0x3,0x2,0xA,2,1
38,384,1,3,4,0xF,0xE,0xE,4,1
38,384,1,4,5,0xF,0x3,0x3,4,1
38,512,1,0,0,0xF,0x0,0x0,4,1
38,512,1,1,1,0xF,0xF,0xF,4,1
38,512,1,2,3,0x3,0x2,0xA,2,1
38,512,1,3,4,0xF,0xE,0xE,4,1
38,512,1,4,5,0xF,0x3,0x3,4,1
39,64,0,0,255,0x0,0x0,0x2,0,0
39,64,0,1,255,0x0,0x0,0x7,0,0
39,64,0,2,255,0x0,0x0,0x8,0,0
39,64,0,3,255,0x0,0x0,0x3,0,0
39,64,0,4,255,0x0,0x0,0xB,0,0
39,96,1,0,5,0x0,0x0,0x2,0,1
39,96,1,1,6,0x0,0x0,0x7,0,1
39,96,1,2,0,0x0,0x0,0x8,0,1
39,96,1,3,1,0x0,0x0,0x3,0,1
39,96,1,4,2,0x0,0x0,0xB,0,1
39,128,1,0,5,0x0,0x0,0x2,0,1
39,128,1,1,6,0x0,0x0,0x7,0,1
39,128,1,2,0,0x0,0x0,0x8,0,1
39,128,1,3,1,0x0,0x0,0x3,0,1
39,128,1,4,2,0x0,0x0,0xB,0,1
39,160,1,0,5,0x0,0x0,0x2,0,1
39,160,1,1,6,0x0,0x0,0x7,0,1
39,160,1,2,0,0x0,0x0,0x8,0,1
39,160,1,3,1,0x0,0x0,0x3,0,1
39,160,1,4,2,0x0,0x0,0xB,0,1
39,192,1,0,5,0x0,0x0,0x2,0,1
39,192,1,1,6,0x0,0x0,0x7,0,1
39,192,1,2,0,0x0,0x0,0x8,0,1
39,192,1,3,1,0x0,0x0,0x3,0,1
39,192,1,4,2,0x0,0x0,0xB,0,1
39,256,1,0,5,0xF,0x2,0x2,4,1
39,256,1,1,6,0xF,0x7,0x7,4,1
39,256,1,2,0,0x3,0x0,0x8,2,1
39,256,1,3,1,0xF,0x3,0x3,4,1
39,256,1,4,2,0xF,0xB,0xB,4,1
39,320,1,0,5,0xF,0x2,0x2,4,1
39,320,1,1,6,0xF,0x7,0x7,4,1
39,320,1,2,0,0x3,0x0,0x8,2,1
39,320,1,3,1,0xF,0x3,0x3,4,1
39,320,1,4,2,0xF,0xB,0xB,4,1
39,384,1,0,5,0xF,0x2,0x2,4,1
39,384,1,1,6,0xF,0x7,0x7,4,1
39,384,1,2,0,0x3,0x0,0x8,2,1
39,384,1,3,1,0xF,0x3,0x3,4,1
39,384,1,4,2,0xF,0xB,0xB,4,1
39,512,1,0,5,0xF,0x2,0x2,4,1
39,512,1,1,6,0xF,0x7,0x7,4,1
39,512,1,2,0,0x3,0x0,0x8,2,1
39,512,1,3,1,0xF,0x3,0x3,4,1
39,512,1,4,2,0xF,0xB,0xB,4,1
40,64,0,0,255,0x0,0x0,0x8,0,0
40,64,0,1,255,0x0,0x0,0xA,0,0
40,64,0,2,255,0x0,0x0,0x8,0,0
40,64,0,3,255,0x0,0x0,0x0,0,0
40,64,0,4,255,0x0,0x0,0x1,0,0
40,96,1,0,7,0x0,0x0,0x8,0,1
40,96,1,1,0,0x0,0x0,0xA,0,1
40,96,1,2,2,0x0,0x0,0x8,0,1
40,96,1,3,3,0x0,0x0,0x0,0,1
40,96,1,4,4,0x0,0x0,0x1,0,1
40,128,1,0,7,0x0,0x0,0x8,0,1
40,128,1,1,0,0x0,0x0,0xA,0,1
40,128,1,2,2,0x0,0x0,0x8,0,1
40,128,1,3,3,0x0,0x0,0x0,0,1
40,128,1,4,4,0x0,0x0,0x1,0,1
40,160,1,0,7,0x0,0x0,0x8,0,1
40,160,1,1,0,0x0,0x0,0xA,0,1
40,160,1,2,2,0x0,0x0,0x8,0,1
40,160,1,3,3,0x0,0x0,0x0,0,1
40,160,1,4,4,0x0,0x0,0x1,0,1
40,192,1,0,7,0x0,0x0,0x8,0,1
40,192,1,1,0,0x0,0x0,0xA,0,1
40,192,1,2,2,0x0,0x0,0x8,0,1
40,192,1,3,3,0x0,0x0,0x0,0,1
40,192,1,4,4,0x0,0x0,0x1,0,1
40,256,1,0,7,0x3,0x0,0x8,2,1
40,256,1,1,0,0x2,0x2,0xA,1,1
40,256,1,2,2,0x0,0x0,0x8,0,1
40,256,1,3,3,0x1,0x0,0x0,1,1
40,256,1,4,4,0x7,0x1,0x1,3,1
40,320,1,0,7,0xF,0x8,0x8,4,1
40,320,1,1,0,0xF,0xA,0xA,4,1
40,320,1,2,2,0x3,0x0,0x8,2,1
40,320,1,3,3,0xF,0x0,0x0,4,1
40,320,1,4,4,0xF,0x1,0x1,4,1
40,384,1,0,7,0xF,0x8,0x8,4,1
40,384,1,1,0,0xF,0xA,0xA,4,1
40,384,1,2,2,0x3,0x0,0x8,2,1
40,384,1,3,3,0xF,0x0,0x0,4,1
40,384,1,4,4,0xF,0x1,0x1,4,1
40,512,1,0,7,0xF,0x8,0x8,4,1
40,512,1,1,0,0xF,0xA,0xA,4,1
40,512,1,2,2,0x3,0x0,0x8,2,1
40,512,1,3,3,0xF,0x0,0x0,4,1
40,512,1,4,4,0xF,0x1,0x1,4,1
41,64,0,0,255,0x0,0x0,0x5,0,0
41,64,0,1,255,0x0,0x0,0xD,0,0
41,64,0,2,255,0x0,0x0,0xC,0,0
41,64,0,3,255,0x0,0x0,0x1,0,0
41,64,0,4,255,0x0,0x0,0xF,0,0
41,96,1,0,2,0x0,0x0,0x5,0,1
41,96,1,1,3,0x0,0x0,0xD,0,1
41,96,1,2,5,0x0,0x0,0xC,0,1
41,96,1,3,6,0x0,0x0,0x1,0,1
41,96,1,4,7,0x0,0x0,0xF,0,1
41,128,1,0,2,0x0,0x0,0x5,0,1
41,128,1,1,3,0x0,0x0,0xD,0,1
41,128,1,2,5,0x0,0x0,0xC,0,1
41,128,1,3,6,0x0,0x0,0x1,0,1
41,128,1,4,7,0x0,0x0,0xF,0,1
41,160,1,0,2,0x0,0x0,0x5,0,1
41,160,1,1,3,0x0,0x0,0xD,0,1
41,160,1,2,5,0x0,0x0,0xC,0,1
41,160,1,3,6,0x0,0x0,0x1,0,1
41,160,1,4,7,0x0,0x0,0xF,0,1
41,192,1,0,2,0x0,0x0,0x5,0,1
41,192,1,1,3,0x0,0x0,0xD,0,1
41,192,1,2,5,0x0,0x0,0xC,0,1
41,192,1,3,6,0x0,0x0,0x1,0,1
41,192,1,4,7,0x0,0x0,0xF,0,1
41,256,1,0,2,0x9,0x1,0x5,2,1
41,256,1,1,3,0xE,0xC,0xD,3,1
41,256,1,2,5,0x3,0x0,0xC,2,1
41,256,1,3,6,0x2,0x0,0x1,1,1
41,256,1,4,7,0x7,0x7,0xF,3,1
41,320,1,0,2,0x9,0x1,0x5,2,1
41,320,1,1,3,0xE,0xC,0xD,3,1
41,320,1,2,5,0x3,0x0,0xC,2,1
41,320,1,3,6,0x2,0x0,0x1,1,1
41,320,1,4,7,0x7,0x7,0xF,3,1
41,384,1,0,2,0xF,0x5,0x5,4,1
41,384,1,1,3,0xF,0xD,0xD,4,1
41,384,1,2,5,0x3,0x0,0xC,2,1
41,384,1,3,6,0xF,0x1,0x1,4,1
41,384,1,4,7,0xF,0xF,0xF,4,1
41,512,1,0,2,0xF,0x5,0x5,4,1
41,512,1,1,3,0xF,0xD,0xD,4,1
41,512,1,2,5,0x3,0x0,0xC,2,1
41,512,1,3,6,0xF,0x1,0x1,4,1
41,512,1,4,7,0xF,0xF,0xF,4,1
42,64,0,0,255,0x0,0x0,0x8,0,0
42,64,0,1,255,0x0,0x0,0xB,0,0
42,64,0,2,255,0x0,0x0,0x0,0,0
42,64,0,3,255,0x0,0x0,0x3,0,0
42,64,0,4,255,0x0,0x0,0x2,0,0
42,96,1,0,4,0x0,0x0,0x8,0,1
42,96,1,1,5,0x0,0x0,0xB,0,1
42,96,1,2,7,0x0,0x0,0x0,0,1
42,96,1,3,0,0x0,0x0,0x3,0,1
42,96,1,4,1,0x0,0x0,0x2,0,1
42,128,1,0,4,0x0,0x0,0x8,0,1
42,128,1,1,5,0x0,0x0,0xB,0,1
42,128,1,2,7,0x0,0x0,0x0,0,1
42,128,1,3,0,0x0,0x0,0x3,0,1
42,128,1,4,1,0x0,0x0,0x2,0,1
42,160,1,0,4,0x0,0x0,0x8,0,1
42,160,1,1,5,0x0,0x0,0xB,0,1
42,160,1,2,7,0x0,0x0,0x0,0,1
42,160,1,3,0,0x0,0x0,0x3,0,1
42,160,1,4,1,0x0,0x0,0x2,0,1
42,192,1,0,4,0x0,0x0,0x8,0,1
42,192,1,1,5,0x0,0x0,0xB,0,1
42,192,1,2,7,0x0,0x0,0x0,0,1
42,192,1,3,0,0x0,0x0,0x3,0,1
42,192,1,4,1,0x0,0x0,0x2,0,1
42,256,1,0,4,0xF,0x8,0x8,4,1
42,256,1,1,5,0xF,0xB,0xB,4,1
42,256,1,2,7,0x3,0x0,0x0,2,1
42,256,1,3,0,0xF,0x3,0x3,4,1
42,256,1,4,1,0xF,0x2,0x2,4,1
42,320,1,0,4,0xF,0x8,0x8,4,1
42,320,1,1,5,0xF,0xB,0xB,4,1
42,320,1,2,7,0x3,0x0,0x0,2,1
42,320,1,3,0,0xF,0x3,0x3,4,1
42,320,1,4,1,0xF,0x2,0x2,4,1
42,384,1,0,4,0xF,0x8,0x8,4,1
42,384,1,1,5,0xF,0xB,0xB,4,1
42,384,1,2,7,0x3,0x0,0x0,2,1
42,384,1,3,0,0xF,0x3,0x3,4,1
42,384,1,4,1,0xF,0x2,0x2,4,1
42,512,1,0,4,0xF,0x8,0x8,4,1
42,512,1,1,5,0xF,0xB,0xB,4,1
42,512,1,2,7,0x3,0x0,0x0,2,1
42,512,1,3,0,0xF,0x3,0x3,4,1
42,512,1,4,1,0xF,0x2,0x2,4,1
43,64,0,0,255,0x0,0x0,0x2,0,0
43,64,0,1,255,0x0,0x0,0x5,0,0
43,64,0,2,255,0x0,0x0,0xF,0,0
43,64,0,3,255,0x0,0x0,0x1,0,0
43,64,0,4,255,0x0,0x0,0x6,0,0
43,96,0,0,255,0x0,0x0,0x2,0,0
43,96,0,1,255,0x0,0x0,0x5,0,0
43,96,0,2,255,0x0,0x0,0xF,0,0
43,96,0,3,255,0x0,0x0,0x1,0,0
43,96,0,4,255,0x0,0x0,0x6,0,0
43,128,1,0,6,0x0,0x0,0x2,0,1
43,128,1,1,7,0x0,0x0,0x5,0,1
43,128,1,2,1,0x0,0x0,0xF,0,1
43,128,1,3,2,0x0,0x0,0x1,0,1
43,128,1,4,3,0x0,0x0,0x6,0,1
43,160,1,0,6,0x0,0x0,0x2,0,1
43,160,1,1,7,0x0,0x0,0x5,0,1
43,160,1,2,1,0x0,0x0,0xF,0,1
43,160,1,3,2,0x0,0x0,0x1,0,1
43,160,1,4,3,0x0,0x0,0x6,0,1
43,192,1,0,6,0x0,0x0,0x2,0,1
43,192,1,1,7,0x0,0x0,0x5,0,1
43,192,1,2,1,0x0,0x0,0xF,0,1
43,192,1,3,2,0x0,0x0,0x1,0,1
43,192,1,4,3,0x0,0x0,0x6,0,1
43,256,1,0,6,0xF,0x2,0x2,4,1
43,256,1,1,7,0xF,0x5,0x5,4,1
43,256,1,2,1,0x3,0x3,0xF,2,1
43,256,1,3,2,0xF,0x1,0x1,4,1
43,256,1,4,3,0xF,0x6,0x6,4,1
43,320,1,0,6,0xF,0x2,0x2,4,1
43,320,1,1,7,0xF,0x5,0x5,4,1
43,320,1,2,1,0x3,0x3,0xF,2,1
43,320,1,3,2,0xF,0x1,0x1,4,1
43,320,1,4,3,0xF,0x6,0x6,4,1
43,384,1,0,6,0xF,0x2,0x2,4,1
43,384,1,1,7,0xF,0x5,0x5,4,1
43,384,1,2,1,0x3,0x3,0xF,2,1
43,384,1,3,2,0xF,0x1,0x1,4,1
43,384,1,4,3,0xF,0x6,0x6,4,1
43,512,1,0,6,0xF,0x2,0x2,4,1
43,512,1,1,7,0xF,0x5,0x5,4,1
43,512,1,2,1,0x3,0x3,0xF,2,1
43,512,1,3,2,0xF,0x1,0x1,4,1
43,512,1,4,3,0xF,0x6,0x6,4,1
44,64,0,0,255,0x0,0x0,0x4,0,0
44,64,0,1,255,0x0,0x0,0x6,0,0
44,64,0,2,255,0x0,0x0,0xE,0,0
44,64,0,3,255,0x0,0x0,0x8,0,0
44,64,0,4,255,0x0,0x0,0x7,0,0
44,96,0,0,255,0x0,0x0,0x4,0,0
44,96,0,1,255,0x0,0x0,0x6,0,0
44,96,0,2,255,0x0,0x0,0xE,0,0
44,96,0,3,255,0x0,0x0,0x8,0,0
44,96,0,4,255,0x0,0x0,0x7,0,0
44,128,1,0,7,0x0,0x0,0x4,0,1
44,128,1,1,0,0x0,0x0,0x6,0,1
44,128,1,2,2,0x0,0x0,0xE,0,1
44,128,1,3,3,0x0,0x0,0x8,0,1
44,128,1,4,4,0x0,0x0,0x7,0,1
44,160,1,0,7,0x0,0x0,0x4,0,1
44,160,1,1,0,0x0,0x0,0x6,0,1
44,160,1,2,2,0x0,0x0,0xE,0,1
44,160,1,3,3,0x0,0x0,0x8,0,1
44,160,1,4,4,0x0,0x0,0x7,0,1
44,192,1,0,7,0x0,0x0,0x4,0,1
44,192,1,1,0,0x0,0x0,0x6,0,1
44,192,1,2,2,0x0,0x0,0xE,0,1
44,192,1,3,3,0x0,0x0,0x8,0,1
44,192,1,4,4,0x0,0x0,0x7,0,1
44,256,1,0,7,0xF,0x4,0x4,4,1
44,256,1,1,0,0xF,0x6,0x6,4,1
44,256,1,2,2,0x3,0x2,0xE,2,1
44,256,1,3,3,0x3,0x0,0x8,2,1
44,256,1,4,4,0xF,0x7,0x7,4,1
44,320,1,0,7,0xF,0x4,0x4,4,1
44,320,1,1,0,0xF,0x6,0x6,4,1
44,320,1,2,2,0x3,0x2,0xE,2,1
44,320,1,3,3,0x3,0x0,0x8,2,1
44,320,1,4,4,0xF,0x7,0x7,4,1
44,384,1,0,7,0xF,0x4,0x4,4,1
44,384,1,1,0,0xF,0x6,0x6,4,1
44,384,1,2,2,0x3,0x2,0xE,2,1
44,384,1,3,3,0x3,0x0,0x8,2,1
44,384,1,4,4,0xF,0x7,0x7,4,1
44,512,1,0,7,0xF,0x4,0x4,4,1
44,512,1,1,0,0xF,0x6,0x6,4,1
44,512,1,2,2,0x3,0x2,0xE,2,1
44,512,1,3,3,0xF,0x8,0x8,4,1
44,512,1,4,4,0xF,0x7,0x7,4,1
45,64,0,0,255,0x0,0x0,0x7,0,0
45,64,0,1,255,0x0,0x0,0x6,0,0
45,64,0,2,255,0x0,0x0,0xF,0,0
45,64,0,3,255,0x0,0x0,0x8,0,0
45,64,0,4,255,0x0,0x0,0x0,0,0
45,96,1,0,1,0x0,0x0,0x7,0,1
45,96,1,1,2,0x0,0x0,0x6,0,1
45,96,1,2,4,0x0,0x0,0xF,0,1
45,96,1,3,5,0x0,0x0,0x8,0,1
45,96,1,4,6,0x0,0x0,0x0,0,1
45,128,1,0,1,0x0,0x0,0x7,0,1
45,128,1,1,2,0x0,0x0,0x6,0,1
45,128,1,2,4,0x0,0x0,0xF,0,1
45,128,1,3,5,0x0,0x0,0x8,0,1
45,128,1,4,6,0x0,0x0,0x0,0,1
45,160,1,0,1,0x0,0x0,0x7,0,1
45,160,1,1,2,0x0,0x0,0x6,0,1
45,160,1,2,4,0x0,0x0,0xF,0,1
45,160,1,3,5,0x0,0x0,0x8,0,1
45,160,1,4,6,0x0,0x0,0x0,0,1
45,192,1,0,1,0x0,0x0,0x7,0,1
45,192,1,1,2,0x0,0x0,0x6,0,1
45,192,1,2,4,0x0,0x0,0xF,0,1
45,192,1,3,5,0x0,0x0,0x8,0,1
45,192,1,4,6,0x0,0x0,0x0,0,1
45,256,1,0,1,0xF,0x7,0x7,4,1
45,256,1,1,2,0xF,0x6,0x6,4,1
45,256,1,2,4,0x3,0x3,0xF,2,1
45,256,1,3,5,0xF,0x8,0x8,4,1
45,256,1,4,6,0xF,0x0,0x0,4,1
45,320,1,0,1,0xF,0x7,0x7,4,1
45,320,1,1,2,0xF,0x6,0x6,4,1
45,320,1,2,4,0x3,0x3,0xF,2,1
45,320,1,3,5,0xF,0x8,0x8,4,1
45,320,1,4,6,0xF,0x0,0x0,4,1
45,384,1,0,1,0xF,0x7,0x7,4,1
45,384,1,1,2,0xF,0x6,0x6,4,1
45,384,1,2,4,0x3,0x3,0xF,2,1
45,384,1,3,5,0xF,0x8,0x8,4,1
45,384,1,4,6,0xF,0x0,0x0,4,1
45,512,1,0,1,0xF,0x7,0x7,4,1
45,512,1,1,2,0xF,0x6,0x6,4,1
45,512,1,2,4,0x3,0x3,0xF,2,1
45,512,1,3,5,0xF,0x8,0x8,4,1
45,512,1,4,6,0xF,0x0,0x0,4,1
46,64,0,0,255,0x0,0x0,0x0,0,0
46,64,0,1,255,0x0,0x0,0x2,0,0
46,64,0,2,255,0x0,0x0,0xD,0,0
46,64,0,3,255,0x0,0x0,0x5,0,0
46,64,0,4,255,0x0,0x0,0xC,0,0
46,96,1,0,3,0x0,0x0,0x0,0,1
46,96,1,1,4,0x0,0x0,0x2,0,1
46,96,1,2,6,0x0,0x0,0xD,0,1
46,96,1,3,7,0x0,0x0,0x5,0,1
46,96,1,4,0,0x0,0x0,0xC,0,1
46,128,1,0,3,0x0,0x0,0x0,0,1
46,128,1,1,4,0x0,0x0,0x2,0,1
46,128,1,2,6,0x0,0x0,0xD,0,1
46,128,1,3,7,0x0,0x0,0x5,0,1
46,128,1,4,0,0x0,0x0,0xC,0,1
46,160,1,0,3,0x0,0x0,0x0,0,1
46,160,1,1,4,0x0,0x0,0x2,0,1
46,160,1,2,6,0x0,0x0,0xD,0,1
46,160,1,3,7,0x0,0x0,0x5,0,1
46,160,1,4,0,0x0,0x0,0xC,0,1
46,192,1,0,3,0x0,0x0,0x0,0,1
46,192,1,1,4,0x0,0x0,0x2,0,1
46,192,1,2,6,0x0,0x0,0xD,0,1
46,192,1,3,7,0x0,0x0,0x5,0,1
46,192,1,4,0,0x0,0x0,0xC,0,1
46,256,1,0,3,0xF,0x0,0x0,4,1
46,256,1,1,4,0xF,0x2,0x2,4,1
46,256,1,2,6,0x3,0x1,0xD,2,1
46,256,1,3,7,0xF,0x5,0x5,4,1
46,256,1,4,0,0xF,0xC,0xC,4,1
46,320,1,0,3,0xF,0x0,0x0,4,1
46,320,1,1,4,0xF,0x2,0x2,4,1
46,320,1,2,6,0x3,0x1,0xD,2,1
46,320,1,3,7,0xF,0x5,0x5,4,1
46,320,1,4,0,0xF,0xC,0xC,4,1
46,384,1,0,3,0xF,0x0,0x0,4,1
46,384,1,1,4,0xF,0x2,0x2,4,1
46,384,1,2,6,0x3,0x1,0xD,2,1
46,384,1,3,7,0xF,0x5,0x5,4,1
46,384,1,4,0,0xF,0xC,0xC,4,1
46,512,1,0,3,0xF,0x0,0x0,4,1
46,512,1,1,4,0xF,0x2,0x2,4,1
46,512,1,2,6,0x3,0x1,0xD,2,1
46,512,1,3,7,0xF,0x5,0x5,4,1
46,512,1,4,0,0xF,0xC,0xC,4,1
47,64,1,0,1,0x0,0x0,0x8,0,1
47,64,1,1,2,0x0,0x0,0x6,0,1
47,64,1,2,4,0x0,0x0,0x5,0,1
47,64,1,3,5,0x0,0x0,0x9,0,1
47,64,1,4,6,0x0,0x0,0x4,0,1
47,96,1,0,1,0x0,0x0,0x8,0,1
47,96,1,1,2,0x0,0x0,0x6,0,1
47,96,1,2,4,0x0,0x0,0x5,0,1
47,96,1,3,5,0x0,0x0,0x9,0,1
47,96,1,4,6,0x0,0x0,0x4,0,1
47,128,1,0,1,0x0,0x0,0x8,0,1
47,128,1,1,2,0x0,0x0,0x6,0,1
47,128,1,2,4,0x0,0x0,0x5,0,1
47,128,1,3,5,0x0,0x0,0x9,0,1
47,128,1,4,6,0x0,0x0,0x4,0,1
47,160,1,0,1,0x0,0x0,0x8,0,1
47,160,1,1,2,0x0,0x0,0x6,0,1
47,160,1,2,4,0x0,0x0,0x5,0,1
47,160,1,3,5,0x0,0x0,0x9,0,1
47,160,1,4,6,0x0,0x0,0x4,0,1
47,192,1,0,1,0x0,0x0,0x8,0,1
47,192,1,1,2,0x0,0x0,0x6,0,1
